Ident	IATA	GridLevel	StationType	Latitude	Longitude	MapworldX	MapworldY	FullName	State
KPLK	PLK	6	1	36.627	-93.231	0	0	CLARK	MO
KPLN	PLN	4	1	45.572	-84.797	0	0	PELLSTON REGL APT OF EMMET CO	MI
KPLR	PLR	6	1	33.561	-86.251	0	0	ST CLAIR CO	AL
KPMB	PMB	6	1	48.942	-97.241	0	0	PEMBINA MUN	ND
KPMD	PMD	4	1	34.631	-118.086	0	0	PALMDALE AF PLANT 42	CA
KPMH	PMH	6	1	38.842	-82.848	0	0	GREATER PORTSMOUTH REGL	OH
KPMP	PMP	6	1	26.249	-80.113	0	0	POMPANO BEACH	FL
KPMV	PMV	6	1	40.952	-95.919	0	0	PLATTSMOUTH MUN	NE
KPMX	PMX	6	1	42.225	-72.314	0	0	METROPOLITAN	MA
KPMZ	PMZ	6	1	35.809	-76.76	0	0	PLYMOUTH MUN	NC
KPN0	PN0	6	1	41.541	-77.308	0	0	ECHO	PA
KPNA	PNA	6	1	42.798	-109.808	0	0	WENZ	WY
KPNC	PNC	4	1	36.731	-97.1	0	0	PONCA CITY MUN	OK
KPNE	PNE	6	1	40.082	-75.011	0	0	NORTHEAST PHILADELPHIA	PA
KPNM	PNM	6	1	45.561	-93.61	0	0	PRINCETON MUN	MN
KPNN	PNN	6	1	45.202	-67.566	0	0	PRINCETON MUN	ME
KPNS	PNS	1	1	30.476	-87.189	0	0	PENSACOLA REGL	FL
KPNT	PNT	6	1	40.925	-88.628	0	0	PONTIAC MUN	IL
KPOB	POB	6	1	35.171	-79.015	0	0	POPE AFB	NC
KPOC	POC	6	1	34.094	-117.783	0	0	BRACKETT	CA
KPOE	POE	5	1	31.046	-93.194	0	0	POLK AAF	LA
KPOF	POF	6	1	36.774	-90.326	0	0	POPLAR BLUFF MUN	MO
KPOH	POH	6	1	42.743	-94.648	0	0	POCAHONTAS MUN	IA
KPOU	POU	4	1	41.629	-73.886	0	0	DUTCHESS CO	NY
KPOY	POY	6	1	44.87	-108.795	0	0	POWELL MUN	WY
KPPA	PPA	6	1	35.615	-100.998	0	0	PERRY LEFORS	TX
KPPF	PPF	6	1	37.333	-95.51	0	0	TRI-CITY	KS
KPPO	PPO	6	1	41.575	-86.736	0	0	LA PORTE MUN	IN
KPPQ	PPQ	6	1	39.641	-90.779	0	0	PITTSFIELD PENSTONE MUN	IL
KPQI	PQI	6	1	46.69	-68.046	0	0	NORTHERN MAINE REGL AT PRESQU*	ME
KPQL	PQL	6	1	30.463	-88.53	0	0	LOTT INTL	MS
KPQN	PQN	6	1	43.986	-96.301	0	0	PIPESTONE MUN	MN
KPRB	PRB	4	1	35.674	-120.628	0	0	PASO ROBLES MUN	CA
KPRC	PRC	4	1	34.654	-112.421	0	0	LOVE	AZ
KPRG	PRG	6	1	39.701	-87.672	0	0	EDGAR CO	IL
KPRN	PRN	6	1	31.847	-86.612	0	0	GREENVILLE MUN	AL
KPRO	PRO	6	1	41.83	-94.162	0	0	PERRY MUN	IA
KPRX	PRX	4	1	33.639	-95.452	0	0	COX	TX
KPSB	PSB	5	1	40.886	-78.088	0	0	MID-STATE	PA
KPSC	PSC	1	1	46.267	-119.12	0	0	TRI-CITIES	WA
KPSF	PSF	5	1	42.428	-73.294	0	0	PITTSFIELD MUN	MA
KPSK	PSK	5	1	37.138	-80.68	0	0	NEW RIVER VALLEY	VA
KPSM	PSM	5	1	43.08	-70.825	0	0	PEASE INTL TRADEPORT	NH
KPSN	PSN	6	1	31.782	-95.708	0	0	PALESTINE MUN	TX
KPSP	PSP	4	1	33.83	-116.508	0	0	PALM SPRINGS INTL	CA
KPSX	PSX	4	1	28.728	-96.252	0	0	PALACIOS MUN	TX
KPTB	PTB	6	1	37.185	-77.509	0	0	PETERSBURG MUN	VA
KPTD	PTD	6	1	44.677	-74.949	0	0	POTSDAM MUN	NY
KPTG	PTG	6	1	36.747	-83.038	0	0	LEE CO	VA
KPTK	PTK	4	1	42.667	-83.42	0	0	OAKLAND CO INTL	MI
KPTN	PTN	3	1	29.713	-91.342	0	0	WILLIAMS MEML	LA
KPTS	PTS	6	1	37.451	-94.733	0	0	ATKINSON MUN	KS
KPTT	PTT	6	1	37.704	-98.749	0	0	PRATT INDUSTRIAL	KS
KPTV	PTV	6	1	36.031	-119.065	0	0	PORTERVILLE MUN	CA
KPTW	PTW	6	1	40.241	-75.559	0	0	POTTSTOWN LIMERICK	PA
KPUB	PUB	4	1	38.291	-104.498	0	0	PUEBLO MEML	CO
KPUC	PUC	5	1	39.614	-110.752	0	0	CARBON CO	UT
KPUW	PUW	4	1	46.746	-117.111	0	0	PULLMAN/MOSCOW REGL	WA
KPVB	PVB	6	1	42.691	-90.446	0	0	PLATTEVILLE MUN	WI
KPVC	PVC	6	1	42.072	-70.224	0	0	PROVINCETOWN MUN	MA
KPVD	PVD	2	1	41.725	-71.43	0	0	GREEN STATE	RI
KPVF	PVF	6	1	38.725	-120.756	0	0	PLACERVILLE	CA
KPVG	PVG	6	1	36.782	-76.451	0	0	HAMPTON ROADS	VA
KPVU	PVU	2	1	40.219	-111.724	0	0	PROVO MUN	UT
KPVW	PVW	5	1	34.169	-101.718	0	0	HALE CO	TX
KPVZ	PVZ	6	1	41.736	-81.222	0	0	CASEMENT	OH
KPWA	PWA	6	1	35.536	-97.65	0	0	WILEY POST	OK
KPWC	PWC	6	1	46.727	-94.386	0	0	PINE RIVER REGL	MN
KPWD	PWD	6	1	48.791	-104.536	0	0	SHER-WOOD	MT
KPWE	PWE	5	1	40.2	-96.2	0	0		
KPWG	PWG	6	1	31.487	-97.318	0	0	MC GREGOR MUN	TX
KPWK	PWK	6	1	42.114	-87.902	0	0	PALWAUKEE MUN	IL
KPWM	PWM	4	1	43.647	-70.31	0	0	PORTLAND INTL	ME
KPWT	PWT	6	1	47.495	-122.764	0	0	BREMERTON NATL	WA
KPXE	PXE	6	1	32.511	-83.769	0	0	PERRY-HOUSTON CO	GA
KPYG	PYG	6	1	34.744	-80.347	0	0	PAGELAND	SC
KPYM	PYM	6	1	41.911	-70.731	0	0	PLYMOUTH MUN	MA
KPYX	PYX	6	1	36.413	-100.753	0	0	PERRYTON OCHILTREE CO	TX
KPZQ	PZQ	6	1	45.408	-83.814	0	0	PRESQUE ISLE CO	MI
KQ00	Q00	6	1	33.925	-102.387	0	0	LITTLEFIELD MUN	TX
KQ01	Q01	6	1	40.516	-75.171	0	0	SCHNEIDERS	PA
KQ04	Q04	6	1	34.533	-106.224	0	0	MOUNTAINAIR MUN	NM
KQ05	Q05	6	1	36.089	-119.544	0	0	SALYER FARMS	CA
KQ06	Q06	6	1	34.568	-101.782	0	0	CITY OF-SWISHER CO MUN	TX
KQ07	Q07	6	1	41.749	-75.499	0	0	STAHL'S MOUNTAIN	PA
KQ08	Q08	6	1	40.042	-76.203	0	0	SMOKETOWN	PA
KQ13	Q13	6	1	34.004	-108.679	0	0	JEWETT MESA	NM
KQ14	Q14	6	1	36.025	-106.047	0	0	SAN JUAN PUEBLO	NM
KQ16	Q16	6	1	33.701	-108.851	0	0	RESERVE	NM
KQ17	Q17	6	1	39.014	-123.383	0	0	BOONVILLE	CA
KQ19	Q19	6	1	36.835	-108.029	0	0	AZTEC MUN	NM
KQ21	Q21	6	1	39.457	-121.294	0	0	BROWNSVILLE	CA
KQ24	Q24	6	1	33.553	-102.374	0	0	LEVELLAND MUN	TX
KQ25	Q25	6	1	40.494	-123.6	0	0	DINSMORE	CA
KQ26	Q26	6	1	33.174	-102.194	0	0	TERRY CO	TX
KQ31	Q31	6	1	36.451	-119.32	0	0	SEQUOIA	CA
KQ34	Q34	6	1	34.147	-103.411	0	0	PORTALES MUN	NM
KQ35	Q35	6	1	34.137	-109.31	0	0	SPRINGERVILLE BABBITT	AZ
KQ37	Q37	6	1	33.651	-105.897	0	0	CARRIZOZO MUN	NM
KQ39	Q39	6	1	37.821	-106.932	0	0	MINERAL CO MEML	CO
KQ40	Q40	6	1	38.396	-121.334	0	0	SUNSET SKYRANCH	CA
KQ41	Q41	6	1	34.003	-101.332	0	0	FLOYDADA MUN	TX
KQ42	Q42	6	1	36.327	-104.622	0	0	SPRINGER MUN	NM
KQ43	Q43	6	1	36.03	-101.83	0	0	SUNRAY	TX
KQ44	Q44	6	1	36.799	-100.531	0	0	BEAVER MUN	OK
KQ49	Q49	6	1	36.862	-120.465	0	0	FIREBAUGH	CA
KQ53	Q53	6	1	38.307	-121.432	0	0	FRANKLIN	CA
KQ54	Q54	6	1	34.655	-102.694	0	0	BENGER	TX
KQ55	Q55	6	1	34.567	-102.324	0	0	DIMMITT MUN	TX
KQ58	Q58	6	1	34.935	-104.642	0	0	SANTA ROSA MUN	NM
KQ60	Q60	6	1	36.842	-119.872	0	0	SIERRA SKY PARK	CA
KQ61	Q61	6	1	38.921	-120.865	0	0	GEORGETOWN	CA
KQ68	Q68	6	1	37.862	-120.179	0	0	PINE MOUNTAIN LAKE	CA
KQ69	Q69	6	1	38.803	-123.53	0	0	OCEAN RIDGE	CA
KQ70	Q70	6	1	36.346	-102.05	0	0	STRATFORD	TX
KQ72	Q72	6	1	40.548	-123.182	0	0	HAYFORK	CA
KQ73	Q73	6	1	40.14	-120.181	0	0	HERLONG	CA
KQ75	Q75	6	1	40.629	-123.471	0	0	HYAMPOM	CA
KQ80	Q80	6	1	38.086	-121.318	0	0	LODI AIRPARK	CA
KQ82	Q82	6	1	38.738	-119.768	0	0	ALPINE CO	CA
KQ84	Q84	6	1	36.76	-120.373	0	0	MENDOTA	CA
KQ88	Q88	6	1	39.711	-121.619	0	0	PARADISE SKYPARK	CA
KQ94	Q94	6	1	38.678	-121.448	0	0	RIO LINDA	CA
KQ95	Q95	6	1	40.212	-123.298	0	0	RUTH	CA
KQ96	Q96	6	1	38.64	-121.517	0	0	NATOMAS	CA
KQ98	Q98	6	1	36.028	-120.909	0	0	SAN ARDO	CA
KQ99	Q99	6	1	37.083	-121.598	0	0	SOUTH CO OF SANTA CLARA CO	CA
KR03	R03	6	1	43.089	-119.978	0	0	ALKALI LAKE STATE	OR
KR33	R33	6	1	44.386	-124.086	0	0	WAKONDA BEACH STATE	OR
KR47	R47	6	1	41.104	-84.054	0	0	RUHE'S	OH
KR49	R49	6	1	48.72	-118.656	0	0	FERRY CO	WA
KRAC	RAC	6	1	42.762	-87.814	0	0	BATTEN	WI
KRAL	RAL	6	1	33.954	-117.446	0	0	RIVERSIDE MUN	CA
KRAP	RAP	1	1	44.046	-103.059	0	0	RAPID CITY REGL	SD
KRBD	RBD	6	1	32.681	-96.869	0	0	REDBIRD	TX
KRBE	RBE	6	1	42.572	-99.569	0	0	ROCK CO	NE
KRBG	RBG	2	1	43.24	-123.356	0	0	ROSEBURG REGL	OR
KRBL	RBL	4	1	40.152	-122.253	0	0	RED BLUFF MUN	CA
KRBM	RBM	6	1	34.851	-92.302	0	0	ROBINSON AAF	AR
KRBW	RBW	6	1	32.923	-80.642	0	0	LOWCOUNTRY REGL	SC
KRCA	RCA	6	1	44.149	-103.104	0	0	ELLSWORTH AFB	SD
KRCK	RCK	6	1	30.633	-96.992	0	0	COFFIELD REGL	TX
KRCR	RCR	6	1	41.068	-86.185	0	0	FULTON CO	IN
KRCT	RCT	6	1	43.9	-85.517	0	0	NARTRON	MI
KRCX	RCX	6	1	45.498	-91.004	0	0	RUSK CO	WI
KRDD	RDD	1	1	40.51	-122.294	0	0	REDDING MUN	CA
KRDG	RDG	4	1	40.38	-75.968	0	0	READING REGL/SPAATZ	PA
KRDK	RDK	6	1	41.013	-95.261	0	0	RED OAK MUN	IA
KRDM	RDM	1	1	44.256	-121.152	0	0	ROBERTS	OR
KRDR	RDR	6	1	47.963	-97.403	0	0	GRAND FORKS AFB	ND
KRDU	RDU	2	1	35.879	-78.79	0	0	RALEIGH-DURHAM INTL	NC
KRED	RED	6	1	45.189	-109.269	0	0	RED LODGE	MT
KREJ	REJ	5	1	45.267	-103.517	0	0		
KREO	REO	5	1	42.579	-117.887	0	0	ROME STATE	OR
KRFD	RFD	3	1	42.196	-89.1	0	0	GREATER ROCKFORD	IL
KRFG	RFG	6	1	28.294	-97.325	0	0	ROOKE	TX
KRGK	RGK	6	1	44.592	-92.487	0	0	RED WING MUN	MN
KRHI	RHI	4	1	45.632	-89.47	0	0	RHINELANDER-ONEIDA CO	WI
KRHV	RHV	6	1	37.334	-121.82	0	0	REID-HILLVIEW	CA
KRIC	RIC	1	1	37.507	-77.322	0	0	RICHMOND INTL	VA
KRID	RID	6	1	39.76	-84.843	0	0	RICHMOND MUN	IN
KRIF	RIF	6	1	38.744	-112.097	0	0	RICHFIELD MUN	UT
KRIL	RIL	6	1	39.528	-107.727	0	0	GARFIELD CO REGL	CO
KRIR	RIR	6	1	33.99	-117.411	0	0	FLABOB	CA
KRIU	RIU	6	1	38.49	-121.104	0	0	RANCHO MURIETA	CA
KRIV	RIV	5	1	33.882	-117.262	0	0	MARCH FIELD	CA
KRIW	RIW	3	1	43.065	-108.461	0	0	RIVERTON REGL	WY
KRKD	RKD	6	1	44.061	-69.1	0	0	KNOX CO REGL	ME
KRKP	RKP	6	1	28.088	-97.046	0	0	ARANSAS CO	TX
KRKR	RKR	6	1	35.024	-94.623	0	0	KERR	OK
KRKS	RKS	1	1	41.595	-109.067	0	0	ROCK SPRINGS-SWEETWATER	WY
KRKW	RKW	6	1	35.924	-84.69	0	0	ROCKWOOD MUN	TN
KRLD	RLD	6	1	46.306	-119.304	0	0	RICHLAND	WA
KRME	RME	6	1	43.236	-75.408	0	0	GRIFFISS	NY
KRMG	RMG	5	1	34.351	-85.16	0	0	RUSSELL	GA
KRMY	RMY	6	1	42.252	-84.957	0	0	BROOKS	MI
KRNC	RNC	6	1	35.7	-85.846	0	0	WARREN CO MEML	TN
KRND	RND	6	1	29.529	-98.28	0	0	RANDOLPH AFB	TX
KRNH	RNH	6	1	45.151	-92.538	0	0	NEW RICHMOND MUN	WI
KRNM	RNM	6	1	33.039	-116.914	0	0	RAMONA	CA
KRNO	RNO	1	1	39.501	-119.768	0	0	RENO/TAHOE INTL	NV
KRNT	RNT	6	1	47.494	-122.218	0	0	RENTON MUN	WA
KRNV	RNV	6	1	33.761	-90.759	0	0	CLEVELAND MUN	MS
KROA	ROA	1	1	37.327	-79.977	0	0	ROANOKE REGL/WOODRUM	VA
KROC	ROC	3	1	43.121	-77.674	0	0	GREATER ROCHESTER INTL	NY
KROG	ROG	6	1	36.374	-94.107	0	0	ROGERS MUN-CARTER	AR
KROS	ROS	6	1	45.701	-92.954	0	0	RUSH CITY REGL	MN
KROW	ROW	2	1	33.303	-104.531	0	0	ROSWELL INDUSTRIAL	NM
KROX	ROX	6	1	48.858	-95.698	0	0	ROSEAU MUN/BILLBERG	MN
KRPB	RPB	6	1	39.819	-97.661	0	0	BELLEVILLE MUN	KS
KRPD	RPD	6	1	45.418	-91.774	0	0	RICE LAKE REGL-CARL'S	WI
KRPJ	RPJ	1	1	41.893	-89.078	0	0	ROCHELLE MUNI AIRPORT-KORITZ FIE	IL
KRPX	RPX	6	1	46.476	-108.559	0	0	ROUNDUP	MT
KRQB	RQB	6	1	43.724	-85.506	0	0	ROBEN-HOOD	MI
KRQE	RQE	6	1	35.653	-109.069	0	0	WINDOW ROCK	AZ
KRRL	RRL	6	1	45.2	-89.712	0	0	MERRILL MUN	WI
KRRQ	RRQ	6	1	43.452	-96.18	0	0	ROCK RAPIDS MUN	IA
KRRT	RRT	6	1	48.941	-95.349	0	0	WARROAD INTL-CARLSON	MN
KRSL	RSL	3	1	38.874	-98.813	0	0	RUSSELL MUN	KS
KRSN	RSN	6	1	32.514	-92.588	0	0	RUSTON REGL	LA
KRST	RST	2	1	43.911	-92.5	0	0	ROCHESTER INTL	MN
KRSV	RSV	6	1	39.018	-87.65	0	0	ROBINSON MUN	IL
KRSW	RSW	4	1	26.537	-81.757	0	0	SOUTHWEST FLORIDA INTL	FL
KRTN	RTN	5	1	36.743	-104.504	0	0	RATON MUN/CREWS	NM
KRUE	RUE	6	1	35.26	-93.095	0	0	RUSSELLVILLE REGL	AR
KRUG	RUG	6	1	48.391	-100.025	0	0	RUGBY MUN	ND
KRUQ	RUQ	6	1	35.646	-80.52	0	0	ROWAN CO	NC
KRUT	RUT	4	1	43.532	-72.951	0	0	RUTLAND STATE	VT
KRVJ	RVJ	6	1	32.06	-82.152	0	0	REIDSVILLE	GA
KRVL	RVL	6	1	40.679	-77.628	0	0	MIFFLIN CO	PA
KRVN	RVN	6	1	36.458	-82.885	0	0	HAWKINS CO	TN
KRVS	RVS	6	1	36.041	-95.986	0	0	JONES JR	OK
KRWF	RWF	2	1	44.55	-95.083	0	0	REDWOOD FALLS MUN	MN
KRWI	RWI	4	1	35.857	-77.895	0	0	ROCKY MOUNT-WILSON REGL	NC
KRWL	RWL	3	1	41.806	-107.202	0	0	RAWLINS MUN	WY
KRWN	RWN	6	1	41.093	-86.614	0	0	ARENS	IN
KRXE	RXE	6	1	43.834	-111.806	0	0	REXBURG-MADISON CO	ID
KRYM	RYM	6	1	46.092	-94.36	0	0	MILLER AAF	MN
KRYN	RYN	6	1	32.143	-111.174	0	0	RYAN	AZ
KRYV	RYV	6	1	43.171	-88.725	0	0	WATERTOWN MUN	WI
KRYY	RYY	6	1	34.014	-84.6	0	0	COBB CO-MC COLLUM	GA
KRZL	RZL	6	1	40.949	-87.183	0	0	JASPER CO	IN
KRZN	RZN	6	1	45.825	-92.372	0	0	BURNETT CO	WI
KRZT	RZT	6	1	39.444	-83.023	0	0	ROSS CO	OH
KRZZ	RZZ	6	1	36.44	-77.711	0	0	HALIFAX CO	NC
KS00	S00	6	1	48.867	-106.418	0	0	OPHEIM	MT
KS01	S01	6	1	48.169	-111.977	0	0	CONRAD	MT
KS03	S03	6	1	42.19	-122.661	0	0	ASHLAND MUN-PARKER	OR
KS04	S04	6	1	47.541	-113.721	0	0	CONDON USFS	MT
KS05	S05	6	1	43.088	-124.411	0	0	BANDON STATE	OR
KS06	S06	5	1	47.433	-115.633	0	0		
KS07	S07	6	1	44.096	-121.201	0	0	BEND MUN	OR
KS09	S09	6	1	47.614	-114.615	0	0	HOT SPRINGS	MT
KS10	S10	6	1	47.867	-119.945	0	0	CHELAN MUN	WA
KS12	S12	6	1	44.638	-123.06	0	0	ALBANY MUN	OR
KS13	S13	6	1	47.863	-122.239	0	0	MARTHA LAKE	WA
KS16	S16	6	1	47.126	-124.186	0	0	COPALIS STATE	WA
KS17	S17	6	1	33.647	-81.868	0	0	TWIN LAKES	SC
KS18	S18	6	1	47.942	-124.395	0	0	FORKS	WA
KS19	S19	6	1	33.908	-82.269	0	0	MC CORMICK CO	SC
KS20	S20	6	1	45.832	-120.838	0	0	GOLDENDALE	WA
KS21	S21	6	1	43.878	-121.453	0	0	SUNRIVER	OR
KS23	S23	6	1	48.708	-117.414	0	0	IONE MUN	WA
KS24	S24	6	1	41.297	-83.037	0	0	SANDUSKY CO REGL	OH
KS25	S25	6	1	47.797	-103.255	0	0	WATFORD CITY MUN	ND
KS26	S26	6	1	30.685	-88.372	0	0	SKYWEST AIRPARK	AL
KS27	S27	6	1	48.181	-114.305	0	0	KALISPELL CITY	MT
KS28	S28	6	1	48.998	-100.045	0	0	INTL PEACE GARDEN	ND
KS30	S30	6	1	44.531	-122.93	0	0	LEBANON STATE	OR
KS31	S31	6	1	48.484	-122.938	0	0	LOPEZ ISLAND	WA
KS32	S32	6	1	47.425	-98.106	0	0	COOPERSTOWN MUN	ND
KS33	S33	6	1	44.667	-121.164	0	0	CITY-CO	OR
KS34	S34	6	1	47.474	-114.901	0	0	PLAINS	MT
KS35	S35	6	1	48.364	-119.568	0	0	OKANOGAN LEGION	WA
KS36	S36	6	1	47.338	-122.105	0	0	CREST	WA
KS39	S39	6	1	44.287	-120.906	0	0	PRINEVILLE	OR
KS40	S40	6	1	46.214	-119.793	0	0	PROSSER	WA
KS43	S43	6	1	47.909	-122.107	0	0	HARVEY	WA
KS44	S44	6	1	47.089	-122.432	0	0	SPANAWAY	WA
KS45	S45	6	1	44.879	-124.029	0	0	SILETZ BAY STATE	OR
KS47	S47	6	1	45.42	-123.815	0	0	TILLAMOOK	OR
KS48	S48	6	1	45.354	-122.268	0	0	COUNTRY SQUIRE	OR
KS49	S49	6	1	43.965	-117.261	0	0	MILLER MEML	OR
KS50	S50	6	1	47.329	-122.228	0	0	AUBURN MUN	WA
KS51	S51	6	1	41.513	-123.996	0	0	MC BETH	CA
KS52	S52	6	1	48.422	-120.148	0	0	METHOW VALLEY STATE	WA
KS59	S59	6	1	48.286	-115.492	0	0	LIBBY	MT
KS62	S62	6	1	47.91	-116.711	0	0	SILVERWOOD	ID
KS63	S63	6	1	32.368	-87.107	0	0	SKYHARBOR	AL
KS64	S64	6	1	47.149	-110.232	0	0	STANFORD	MT
KS66	S66	6	1	43.616	-116.923	0	0	HOMEDALE MUN	ID
KS67	S67	6	1	43.583	-116.523	0	0	NAMPA MUN	ID
KS68	S68	6	1	46.493	-116.278	0	0	OROFINO MUN	ID
KS69	S69	6	1	46.954	-112.64	0	0	LINCOLN	MT
KS70	S70	6	1	46.796	-119.08	0	0	OTHELLO MUN	WA
KS71	S71	6	1	48.592	-109.249	0	0	OBIE	MT
KS72	S72	6	1	47.329	-116.579	0	0	ST MARIES MUN	ID
KS73	S73	6	1	46.221	-116.015	0	0	KAMIAH MUN	ID
KS75	S75	6	1	44.093	-116.902	0	0	PAYETTE MUN	ID
KS77	S77	6	1	47.839	-116.265	0	0	MAGEE	ID
KS78	S78	6	1	43.851	-116.544	0	0	EMMETT MUN	ID
KS79	S79	6	1	34.186	-79.021	0	0	GREEN SEA	SC
KS80	S80	5	1	45.943	-116.124	0	0	IDAHO CO	ID
KS81	S81	6	1	44.763	-115.108	0	0	INDIAN CREEK USFS	ID
KS82	S82	6	1	46.134	-115.98	0	0	KOOSKIA MUN	ID
KS83	S83	6	1	47.55	-116.19	0	0	SHOSHONE CO	ID
KS84	S84	6	1	46.04	-116.333	0	0	COTTONWOOD MUN	ID
KS85	S85	6	1	48.153	-104.504	0	0	BIG SKY	MT
KS86	S86	6	1	47.872	-121.793	0	0	SKY HARBOR	WA
KS87	S87	6	1	44.208	-116.964	0	0	WEISER MUN	ID
KS88	S88	6	1	47.711	-121.339	0	0	SKYKOMISH STATE	WA
KS89	S89	6	1	46.249	-116.481	0	0	CRAIGMONT MUN	ID
KS90	S90	6	1	45.824	-115.441	0	0	ELK CITY	ID
KS92	S92	6	1	46.332	-115.064	0	0	FISH LAKE USFS	ID
KS93	S93	6	1	47.184	-120.885	0	0	CLE ELUM MUN	WA
KS94	S94	6	1	46.86	-117.415	0	0	WHITMAN CO MEML	WA
KS95	S95	6	1	46.047	-118.42	0	0	MARTIN	WA
KS97	S97	6	1	48.106	-119.721	0	0	ANDERSON	WA
KS98	S98	6	1	46.222	-119.205	0	0	VISTA	WA
KSAA	SAA	6	1	41.446	-106.825	0	0	SHIVELY	WY
KSAC	SAC	1	1	38.513	-121.495	0	0	SACRAMENTO EXECUTIVE	CA
KSAD	SAD	6	1	32.856	-109.637	0	0	SAFFORD REGL	AZ
KSAF	SAF	4	1	35.618	-106.089	0	0	SANTA FE MUN	NM
KSAN	SAN	1	1	32.736	-117.192	0	0	SAN DIEGO INTL-LINDBERGH	CA
KSAR	SAR	6	1	38.149	-89.7	0	0	SPARTA COMMUNITY-HUNTER	IL
KSAS	SAS	6	1	33.242	-115.952	0	0	SALTON SEA	CA
KSAT	SAT	1	1	29.534	-98.47	0	0	SAN ANTONIO INTL	TX
KSAV	SAV	2	1	32.128	-81.204	0	0	SAVANNAH INTL	GA
KSAW	SAW	6	1	46.354	-87.396	0	0	SAWYER INTL	MI
KSAZ	SAZ	6	1	46.381	-94.809	0	0	STAPLES MUN	MN
KSBA	SBA	4	1	34.427	-119.841	0	0	SANTA BARBARA MUN	CA
KSBD	SBD	6	1	34.096	-117.236	0	0	SAN BERNARDINO INTL	CA
KSBM	SBM	6	1	43.77	-87.853	0	0	SHEBOYGAN CO MEML	WI
KSBN	SBN	2	1	41.71	-86.32	0	0	SOUTH BEND REGL	IN
KSBO	SBO	6	1	32.61	-82.369	0	0	EMANUEL CO	GA
KSBP	SBP	4	1	35.238	-120.644	0	0	SAN LUIS OBISPO CO-MC CHESNEY	CA
KSBS	SBS	6	1	40.518	-106.868	0	0	STEAMBOAT SPRINGS/ADAMS	CO
KSBU	SBU	6	1	43.596	-94.093	0	0	BLUE EARTH MUN	MN
KSBX	SBX	6	1	48.543	-111.873	0	0	SHELBY	MT
KSBY	SBY	2	1	38.343	-75.51	0	0	SALISBURY-OCEAN CITY WICOMIC*	MD
KSCB	SCB	6	1	41.611	-96.631	0	0	SCRIBNER STATE	NE
KSCD	SCD	6	1	33.173	-86.308	0	0	MERKEL SYLACAUGA MUN	AL
KSCH	SCH	6	1	42.855	-73.931	0	0	SCHENECTADY CO	NY
KSCK	SCK	4	1	37.894	-121.24	0	0	STOCKTON METRO	CA
KSCX	SCX	6	1	36.457	-84.588	0	0	SCOTT MUN	TN
KSDA	SDA	6	1	40.752	-95.414	0	0	SHENANDOAH MUN	IA
KSDF	SDF	1	1	38.176	-85.738	0	0	LOUISVILLE INTL-STANDIFORD	KY
KSDL	SDL	6	1	33.624	-111.913	0	0	SCOTTSDALE	AZ
KSDM	SDM	6	1	32.573	-116.982	0	0	BROWN MUN	CA
KSDY	SDY	5	1	47.709	-104.193	0	0	SIDNEY-RICHLAND MUN	MT
KSEA	SEA	1	1	47.45	-122.311	0	0	SEATTLE-TACOMA INTL	WA
KSEE	SEE	4	1	32.827	-116.975	0	0	GILLESPIE	CA
KSEF	SEF	6	1	27.457	-81.344	0	0	SEBRING REGL	FL
KSEG	SEG	6	1	40.823	-76.865	0	0	PENN VALLEY	PA
KSEM	SEM	5	1	32.344	-86.988	0	0	CRAIG	AL
KSEP	SEP	5	1	32.216	-98.179	0	0	CLARK MUN	TX
KSER	SER	6	1	38.926	-85.909	0	0	FREEMAN MUN	IN
KSET	SET	6	1	38.932	-90.432	0	0	ST CHARLES CO SMARTT	MO
KSEZ	SEZ	6	1	34.849	-111.79	0	0	SEDONA	AZ
KSFB	SFB	4	1	28.779	-81.24	0	0	ORLANDO SANFORD	FL
KSFD	SFD	6	1	43.391	-99.843	0	0	WILEY	SD
KSFF	SFF	6	1	47.683	-117.323	0	0	FELTS	WA
KSFM	SFM	6	1	43.396	-70.71	0	0	SANFORD REGL	ME
KSFO	SFO	1	1	37.62	-122.376	0	0	SAN FRANCISCO INTL	CA
KSFQ	SFQ	6	1	36.684	-76.604	0	0	SUFFOLK MUN	VA
KSFY	SFY	6	1	42.048	-90.109	0	0	TRI-TOWNSHIP	IL
KSFZ	SFZ	6	1	41.923	-71.494	0	0	NORTH CENTRAL STATE	RI
KSGF	SGF	1	1	37.246	-93.389	0	0	SPRINGFIELD-BRANSON REGL	MO
KSGH	SGH	6	1	39.84	-83.842	0	0	SPRINGFIELD-BECKLEY MUN	OH
KSGJ	SGJ	6	1	29.96	-81.34	0	0	ST AUGUSTINE	FL
KSGR	SGR	6	1	29.623	-95.658	0	0	SUGAR LAND MUN/HULL	TX
KSGS	SGS	6	1	44.859	-93.034	0	0	SOUTH ST PAUL MUN-FLEMING	MN
KSGT	SGT	6	1	34.603	-91.576	0	0	STUTTGART MUN	AR
KSGU	SGU	3	1	37.091	-113.593	0	0	ST GEORGE MUN	UT
KSHD	SHD	3	1	38.266	-78.897	0	0	SHENANDOAH VALLEY REGL	VA
KSHL	SHL	6	1	43.209	-95.834	0	0	SHELDON MUN	IA
KSHN	SHN	6	1	47.236	-123.148	0	0	SANDERSON	WA
KSHR	SHR	3	1	44.769	-106.98	0	0	SHERIDAN CO	WY
